ID,EP,NONEP,OTHER
c490a8dfed3d06e7,0.8079710144927537,0.19202898550724637,0.0
c54d421f70ba5ca5,0.8055555555555556,0.1388888888888889,0.05555555555555555
c69f8c83fd7f4cc6,0.9251336898395721,0.0748663101604278,0.0
c6f73bbad0ed2fa7,1.0,0.0,0.0
c72e46ecc063aee7,0.9409722222222222,0.059027777777777776,0.0
c99637b7b940af06,0.95,0.05,0.0
c9bdbb0778bf3f79,1.0,0.0,0.0
ca843b09d9b9dae5,0.8710526315789473,0.12894736842105264,0.0
cbd00532eb87dba7,0.9411764705882353,0.058823529411764705,0.0
cbe030967d3611a9,0.9210526315789473,0.07894736842105263,0.0
cee5fb5d412bb213,1.0,0.0,0.0
cf366409126fb0fb,1.0,0.0,0.0
d114cad7bfe72b23,0.8785714285714286,0.12142857142857143,0.0
d4ca3e13bac51d26,0.9315217391304347,0.06847826086956521,0.0
d6d0f0bbeeef090a,0.9642857142857143,0.03571428571428571,0.0
d74734acf9f88e1f,0.8694444444444445,0.13055555555555554,0.0
d75cab9b6b5bbfc1,0.9181286549707601,0.08187134502923976,0.0
d8f646f101f9d23f,0.8952991452991452,0.1047008547008547,0.0
da01fcab124f6d4c,0.9472222222222222,0.05277777777777778,0.0
da685f226197909a,0.975,0.025,0.0
db09fbd1984461ef,0.930952380952381,0.06904761904761905,0.0
dbdd1a4867ca9932,0.8654970760233918,0.13450292397660818,0.0
dbf9fa58106587a7,0.8562091503267973,0.1437908496732026,0.0
dd29f0af30c2b17c,0.9131944444444444,0.08680555555555555,0.0
ddd7278c88b2ae74,0.9372549019607843,0.06274509803921569,0.0
de8166a2cd6683a0,0.9166666666666666,0.08333333333333333,0.0
defd4cd3b12a58df,0.9022727272727273,0.09772727272727272,0.0
df328a5e5c041cc5,0.7651821862348178,0.23481781376518218,0.0
e1878e6390ccd241,0.9235588972431077,0.07644110275689223,0.0
e1fa67adc5ec7811,0.8976190476190476,0.10238095238095238,0.0
e24f529222c8b8d8,0.8303571428571428,0.16964285714285715,0.0
e3b29d009d743d78,0.9229691876750701,0.07703081232492998,0.0
e5807248bb187728,0.9722222222222222,0.027777777777777776,0.0
e5c70509118ce67e,0.9666666666666667,0.03333333333333333,0.0
e8c7779dd0d6b1a0,0.8833333333333333,0.11666666666666667,0.0
e923a74326b19c11,0.7784313725490195,0.1588235294117647,0.06274509803921569
ebeef2a7f5ab24d2,0.0,0.0,1.0
ec363af8842ac3ec,0.8888888888888888,0.1111111111111111,0.0
ee41baa46ab7f5be,0.8603896103896104,0.09307359307359307,0.046536796536796536
ee55122eab899c35,0.9179566563467492,0.02631578947368421,0.05572755417956656
ef39cccf154cf594,0.8935574229691876,0.10644257703081232,0.0
f1b9349ea5c11e45,0.8622291021671826,0.13777089783281732,0.0
f2725243a6af06bc,0.9205882352941177,0.025,0.054411764705882354
f36ac02295a3a66a,0.8263888888888888,0.11458333333333333,0.059027777777777776
f38343524138e4d3,0.925,0.07500000000000001,0.0
f3a42df4e0d2b630,0.9736842105263157,0.02631578947368421,0.0
f5282d9bf7c7a789,0.9117647058823529,0.08823529411764706,0.0
f55275897ac0066c,1.0,0.0,0.0
f5fbf51ce59afd29,0.0,0.0,1.0
f77e6444b60f2cba,0.9223684210526315,0.07763157894736841,0.0
f7b75d241b4a0253,0.9235588972431077,0.07644110275689223,0.0
f7b9290883c8c406,0.0,0.0,1.0
f8ececc0ad90e2d3,1.0,0.0,0.0
fa09d281263b793d,0.9705882352941176,0.029411764705882353,0.0
fbcc214774f05979,0.9058441558441559,0.09415584415584416,0.0
fbe8651cdffbb86d,1.0,0.0,0.0
fd0b7df51029544c,0.9722222222222222,0.027777777777777776,0.0
fdcfe3b16152f1a1,0.9782608695652174,0.021739130434782608,0.0
fe0daf76a6c0a82a,0.96875,0.03125,0.0
fe8b444021990a84,0.8076923076923077,0.11538461538461539,0.07692307692307693
fecca9fe280b3d0e,0.91875,0.08125,0.0
ff0835b4dbb08b2b,1.0,0.0,0.0
ffcb2076b2a0402d,0.9722222222222222,0.027777777777777776,0.0
